,id_store_img_1,id_store_img_2,id_store_img_3,id_store,store_name,address_x,id,address_y,category,muslim_friendly,tel,working_time,day_closed,parking,attractions,active,image0,image1,image2,
470,376,377,378,471,자프란 바비큐,서울특별시 용산구 한남동 732-21,,,인도음식,무슬림 자가 인증,02-3785-3571,12:00~21:30,매주 수요일,X,"경리단길, 블루스퀘어, 리움 삼성미술관",1,https://media-cdn.tripadvisor.com/media/photo-s/19/9c/a9/56/photo2jpg.jpg,https://media-cdn.tripadvisor.com/media/photo-s/19/f6/ab/f5/caption.jpg,https://t1.daumcdn.net/liveboard/mango/4dc51b3fc3de4212a3b2de37cde3324c.JPG,"INSERT INTO store_image_temp VALUES ('376','471','https://media-cdn.tripadvisor.com/media/photo-s/19/9c/a9/56/photo2jpg.jpg','1'),('377','471','https://media-cdn.tripadvisor.com/media/photo-s/19/f6/ab/f5/caption.jpg','1'),('378','471','https://t1.daumcdn.net/liveboard/mango/4dc51b3fc3de4212a3b2de37cde3324c.JPG','1');"
471,379,380,381,472,라자트 우즈벡 레스토랑,서울특별시 용산구 이태원동 132-6 3층 ,,,아시아음식,무슬림 자가 인증,02-792-7008,"12:00~23:00, 금요일 14:00~23:00",매주 월요일,X,"현대카드스토리지, 이태원쇼핑거리, 이태원 우사단길",1,https://media-cdn.tripadvisor.com/media/photo-s/0a/84/44/25/lazzat-uzbek-restaurant.jpg,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile5.uf.tistory.com%2Fimage%2F99A5D54A5E3977E612EB87,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile25.uf.tistory.com%2Fimage%2F996A664A5E3977E5203401,"INSERT INTO store_image_temp VALUES ('379','472','https://media-cdn.tripadvisor.com/media/photo-s/0a/84/44/25/lazzat-uzbek-restaurant.jpg','1'),('380','472','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile5.uf.tistory.com%2Fimage%2F99A5D54A5E3977E612EB87','1'),('381','472','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile25.uf.tistory.com%2Fimage%2F996A664A5E3977E5203401','1');"
472,382,383,384,473,케르반 카페,서울특별시 용산구 이태원동 137-16 청원탕,,,터키음식,무슬림 자가 인증,070-7532-1997,"평일 12:00~20:00, 금~일요일 11:00~20:00",,X,"경리단길, 이태원쇼핑거리, 전쟁기념관",1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT402I8Pi0Eqbbfh0BRuU7-PVyzxiTzj9F7vQ&usqp=CAU,https://mblogthumb-phinf.pstatic.net/MjAyMDA1MDJfNTAg/MDAxNTg4Mzc4MDEyMTU2.QwQbqL6F6WM1WGODVghdWJT83cITTDX7J6SRSOTEAVIg.6d0jodeq1udiNlGV-iVbTUPfdMhVk0dU8eEfAgM65RIg.JPEG.dicamaster/fwesfwe.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjhfOTIg/MDAxNTkwNTk0NzA5NDgx.LH_tOjaBRAd9w9tfHkFpN2U-YZWw6kcXNYgPEBtmD2Ag.v5PYBhax3GfovwAA7qrRLYyFjn8rKVis0XTFj-7qHGgg.JPEG.flora820721/1590594707072.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('382','473','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT402I8Pi0Eqbbfh0BRuU7-PVyzxiTzj9F7vQ&usqp=CAU','1'),('383','473','https://mblogthumb-phinf.pstatic.net/MjAyMDA1MDJfNTAg/MDAxNTg4Mzc4MDEyMTU2.QwQbqL6F6WM1WGODVghdWJT83cITTDX7J6SRSOTEAVIg.6d0jodeq1udiNlGV-iVbTUPfdMhVk0dU8eEfAgM65RIg.JPEG.dicamaster/fwesfwe.jpg?type=w800','1'),('384','473','https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjhfOTIg/MDAxNTkwNTk0NzA5NDgx.LH_tOjaBRAd9w9tfHkFpN2U-YZWw6kcXNYgPEBtmD2Ag.v5PYBhax3GfovwAA7qrRLYyFjn8rKVis0XTFj-7qHGgg.JPEG.flora820721/1590594707072.jpg?type=w800','1');"
473,385,386,387,474,이태원 키친,서울특별시 용산구 이태원동 137-56 2층 ,,,양식,무슬림 자가 인증,02-3785-2468,11:00~23:00,연중무휴,X,"이태원 우사단길, 이태원쇼핑거리, 전쟁기념관",1,https://media-cdn.tripadvisor.com/media/photo-s/19/b9/1b/f9/photo2jpg.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrt7qTdyUQa3_q8vPNQAiGUVVb67Iqg0HBLui0Rm3w9hvDieLESu-sjstz5mnh7G7thrw&usqp=CAU,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200812035420_photo1_c1a6ec17e68a.jpg,"INSERT INTO store_image_temp VALUES ('385','474','https://media-cdn.tripadvisor.com/media/photo-s/19/b9/1b/f9/photo2jpg.jpg','1'),('386','474','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrt7qTdyUQa3_q8vPNQAiGUVVb67Iqg0HBLui0Rm3w9hvDieLESu-sjstz5mnh7G7thrw&usqp=CAU','1'),('387','474','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200812035420_photo1_c1a6ec17e68a.jpg','1');"
474,388,389,390,475,리틀인디아,서울특별시 용산구 이태원동 137-61,125830,서울시 용산구 이태원동 137-61,인도음식,무슬림 자가 인증,02-793-5416,11:00~21:30 (브레이크 타임 15:00~16:30),,X,"전쟁기념관, 경리단길, 남산야외식물원",1,https://media-cdn.tripadvisor.com/media/photo-s/04/30/d7/49/little-india-seoul.jpg,https://media-cdn.tripadvisor.com/media/photo-s/16/24/56/79/photo0jpg.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTExMjRfMjQ2/MDAxNTc0NTgyMjg3NDAx.tfV0DXiEaVTwwIGLwncFi0c9djiOiFMeGI9Pa6icxlIg.i6p98SSPNuXSwfKpq4a1xuMTtxYtccCnaZ1YV0n61sMg.JPEG.jieun4243/output_690640398.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('388','475','https://media-cdn.tripadvisor.com/media/photo-s/04/30/d7/49/little-india-seoul.jpg','1'),('389','475','https://media-cdn.tripadvisor.com/media/photo-s/16/24/56/79/photo0jpg.jpg','1'),('390','475','https://mblogthumb-phinf.pstatic.net/MjAxOTExMjRfMjQ2/MDAxNTc0NTgyMjg3NDAx.tfV0DXiEaVTwwIGLwncFi0c9djiOiFMeGI9Pa6icxlIg.i6p98SSPNuXSwfKpq4a1xuMTtxYtccCnaZ1YV0n61sMg.JPEG.jieun4243/output_690640398.jpg?type=w800','1');"
478,391,392,393,479,자프란 레스토랑,서울특별시 용산구 한남동 732-22 2층 ,,,인도음식,무슬림 자가 인증,02-3785-3571,12:00~21:30,매주 수요일,X,"이태원 우사단길, 리움 삼성미술관, 국립극장",1,https://media-cdn.tripadvisor.com/media/photo-s/0c/86/83/d9/zaffran.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MjNfMTU2/MDAxNTYzODU1MzA4NzMx.Whe9JNRL9PqCwKa4dvpJNl87BMl_Id7NWcm-bQCskn8g.KNfslOrTZW9DUnuJLhfEpgGgg81L2vzGTV-t1KDugB4g.JPEG.a6969235/20190723_113313.jpg?type=w800,https://t1.daumcdn.net/cfile/tistory/99E8FE335BF0BE2E08,"INSERT INTO store_image_temp VALUES ('391','479','https://media-cdn.tripadvisor.com/media/photo-s/0c/86/83/d9/zaffran.jpg','1'),('392','479','https://mblogthumb-phinf.pstatic.net/MjAxOTA3MjNfMTU2/MDAxNTYzODU1MzA4NzMx.Whe9JNRL9PqCwKa4dvpJNl87BMl_Id7NWcm-bQCskn8g.KNfslOrTZW9DUnuJLhfEpgGgg81L2vzGTV-t1KDugB4g.JPEG.a6969235/20190723_113313.jpg?type=w800','1'),('393','479','https://t1.daumcdn.net/cfile/tistory/99E8FE335BF0BE2E08','1');"
479,394,395,396,480,오리지날 팍인디아레스토랑,서울특별시 용산구 한남동 763-15,,,아시아음식,무슬림 자가 인증,02-790-1509,11:00~23:00,연중무휴,X,"이태원 우사단길, 이태원쇼핑거리, 전쟁기념관",1,https://media-cdn.tripadvisor.com/media/photo-s/15/3e/5b/8f/go-and-discover-the-food.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MjVfMzAg/MDAxNTY0MDM5MDM3OTky.OXXrLfwxyDtv0lIuVcZui8zBMVrw-XY8J55ky_wcUZQg.jcVsBFhytU60bN9X7O2ZOQYzYZEogd0Rlpg7WXCsZw0g.JPEG.a6969235/1564037709403.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA3MTJfMzAg/MDAxNTk0NDgyOTY4OTk0.tHqdQac5PehZn4nJi8nEPAcbRw-0n7ti3Z4PcA67OYcg.WB3g9x_4-ymFdq7YkGHeNw5GSlPRZSsa6a5VWwQcnCgg.JPEG.es_lee1316/SE-12092826-2e0e-45c9-8bde-c833280cb68a.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('394','480','https://media-cdn.tripadvisor.com/media/photo-s/15/3e/5b/8f/go-and-discover-the-food.jpg','1'),('395','480','https://mblogthumb-phinf.pstatic.net/MjAxOTA3MjVfMzAg/MDAxNTY0MDM5MDM3OTky.OXXrLfwxyDtv0lIuVcZui8zBMVrw-XY8J55ky_wcUZQg.jcVsBFhytU60bN9X7O2ZOQYzYZEogd0Rlpg7WXCsZw0g.JPEG.a6969235/1564037709403.jpg?type=w800','1'),('396','480','https://mblogthumb-phinf.pstatic.net/MjAyMDA3MTJfMzAg/MDAxNTk0NDgyOTY4OTk0.tHqdQac5PehZn4nJi8nEPAcbRw-0n7ti3Z4PcA67OYcg.WB3g9x_4-ymFdq7YkGHeNw5GSlPRZSsa6a5VWwQcnCgg.JPEG.es_lee1316/SE-12092826-2e0e-45c9-8bde-c833280cb68a.jpg?type=w800','1');"
480,397,398,399,481,페트라,서울특별시 용산구 이태원동 552 2층 페트라 레스토랑,431920,서울특별시 용산구 이태원동 552,양식,무슬림 자가 인증,02-790-4433,11:00~22:00,연중무휴,X,"전쟁기념관, 경리단길, 이태원쇼핑거리",1,https://media-cdn.tripadvisor.com/media/photo-p/12/25/89/c8/photo0jpg.jpg,https://t1.daumcdn.net/cfile/tistory/99663C505B5497E13B,https://t1.daumcdn.net/cfile/tistory/99EB40495B5497E816,"INSERT INTO store_image_temp VALUES ('397','481','https://media-cdn.tripadvisor.com/media/photo-p/12/25/89/c8/photo0jpg.jpg','1'),('398','481','https://t1.daumcdn.net/cfile/tistory/99663C505B5497E13B','1'),('399','481','https://t1.daumcdn.net/cfile/tistory/99EB40495B5497E816','1');"
481,400,401,402,482,모로코코 카페,서울특별시 용산구 용산동2가 45-9,149007,서울특별시 용산구 용산동2가 45-9,양식,무슬림 프렌들리,02-797-8367,12:00~22:00,매주 월요일,O,"전쟁기념관, 경리단길, 남산서울타워",1,https://images.happycow.net/venues/1024/11/13/hcmp111384_618651.jpeg,"https://mp-seoul-image-production-s3.mangoplate.com/191512_1615969368656042.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",https://t1.daumcdn.net/cfile/tistory/99BFB1465E718EC809,"INSERT INTO store_image_temp VALUES ('400','482','https://images.happycow.net/venues/1024/11/13/hcmp111384_618651.jpeg','1'),('401','482','https://mp-seoul-image-production-s3.mangoplate.com/191512_1615969368656042.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80','1'),('402','482','https://t1.daumcdn.net/cfile/tistory/99BFB1465E718EC809','1');"
484,403,404,405,485,카사블랑카,서울특별시 용산구 용산동2가 44-7,391627,서울특별시 용산구 용산동2가 44-8,샌드위치,무슬림 프렌들리,02-797-8367,12:00~22:00,매주 월요일,O,"전쟁기념관, 경리단길, 남산서울타워",1,https://mp-seoul-image-production-s3.mangoplate.com/719598_1512295735494830.jpg,https://media-cdn.tripadvisor.com/media/photo-s/0e/b4/1c/01/casablanca-sandwicherie.jpg,https://images.happycow.net/venues/1024/84/86/hcmp84868_953052.jpeg,"INSERT INTO store_image_temp VALUES ('403','485','https://mp-seoul-image-production-s3.mangoplate.com/719598_1512295735494830.jpg','1'),('404','485','https://media-cdn.tripadvisor.com/media/photo-s/0e/b4/1c/01/casablanca-sandwicherie.jpg','1'),('405','485','https://images.happycow.net/venues/1024/84/86/hcmp84868_953052.jpeg','1');"
488,406,407,408,489,카페 다스티,서울특별시 중구 남산동2가 30-1,,,카페,할랄 공식 인증,02-318-3663,08:00~18:00,매주 일요일,X,"남산서울타워, 안중근의사기념관, 명동",1,https://fastly.4sqi.net/img/general/600x600/11334127_4hud2uFYYLwzgXb1fHJ2f6CPc2z4Zpt2Vxi-C-gfr6c.jpg,https://blog.kakaocdn.net/dn/cHVMPa/btqARYtlYtI/HKKYwfznWkss1KVVlqjQFk/img.jpg,http://image14.hanatour.com/uploads/2012/07/206F7A464FE2A7BC361DA6.jpg,"INSERT INTO store_image_temp VALUES ('406','489','https://fastly.4sqi.net/img/general/600x600/11334127_4hud2uFYYLwzgXb1fHJ2f6CPc2z4Zpt2Vxi-C-gfr6c.jpg','1'),('407','489','https://blog.kakaocdn.net/dn/cHVMPa/btqARYtlYtI/HKKYwfznWkss1KVVlqjQFk/img.jpg','1'),('408','489','http://image14.hanatour.com/uploads/2012/07/206F7A464FE2A7BC361DA6.jpg','1');"
